box,cell,site.code,USGS.gauge,collection.date,bug.count,total.cells,cells.to.100,additional.cells.to.300,cells.picked.to300,total.to.100,total.to.300,est.i.per.sqm,total identified,abundance,ct.per.sq.m,Order,Family,Genus,Species,genus species
3,G4,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,32,146,Ephemeroptera,,Fallceon,,Fallceon
6,D4,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,2,9,gastropoda,Planorboidea,Ferrissia,rivularis,Ferrissia rivularis
6,G7,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,gastropoda,Planorboidea,Ferrissia,rivularis,Ferrissia rivularis
5,D1,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,Odonata,,Hetaerina,,Hetaerina
8,E7,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,26,119,Amphipoda,,Hyalella,,Hyalella
8,F3,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,8,37,Amphipoda,,Hyalella,,Hyalella
8,A1,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,15,69,Amphipoda,,Hyalella,,Hyalella
5,D3,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,2,9,Odonata,,Neoneura,,Neoneura
8,A3/A4,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,Decapoda,,Orconectes,,Orconectes
8,E6,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,1,5,Decapoda,,Palaemonetes,kadiakensis,Palaemonetes kadiakensis
8,A2,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,Decapoda,,Palaemonetes,kadiakensis,Palaemonetes kadiakensis
6,E3,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,2,9,gastropoda,Planorboidea,Physa,,Physa
6,E4,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,Veneroida,,Pisidum,,Pisidum
4,A4,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,10,46,Ephemeroptera,,Procloeon,,Procloeon
4,A7,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,1,5,Ephemeroptera,,Procloeon,,Procloeon
4,B1,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,30,137,Ephemeroptera,,Pseudocloeon,,Pseudocloeon
2,A5,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,8,37,Hemiptera,,Rhagovelia,,Rhagovelia
2,C7,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,16,73,Hemiptera,,Rhagovelia,,Rhagovelia
2,D1,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,21,96,Hemiptera,,Rhagovelia,,Rhagovelia
1,B2,PBW,8068450,3/13/2017,100,32,4,14,18,106,311,455,256,1,5,Trichoptera,,SMICRIDeA,,SMICRIDeA
1,F2,PBW,8068450,3/13/2017,300,32,4,14,18,106,311,455,256,1,5,Coleoptera,,Stenelmis,,Stenelmis
3,C4,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,2,18,Ephemeroptera,,Ameletus,,Ameletus
5,B1,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,4,37,Odonata,,Amphiagrion,,Amphiagrion
5,C7,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,3,27,Odonata,,Amphiagrion,,Amphiagrion
5,C6,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,5,46,Odonata,,Argia,,Argia
3,C7,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,3,27,Ephemeroptera,,Baetis,,Baetis
3,A3,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,5,46,Ephemeroptera,,Brachycerus,,Brachycerus
3,F3,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,16,146,Ephemeroptera,,Brachycerus,,Brachycerus
3,C5,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,2,18,Ephemeroptera,,Cercobrachys,,Cercobrachys
1,C7,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,10,91,Trichoptera,,Cheumatopsyche,,Cheumatopsyche
6,C4,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,3,27,Veneroida,,Corbicula,,Corbicula
7,D6,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,2,18,Veneroida,,Corbicula,,Corbicula
3,E7,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,30,274,Ephemeroptera,,Fallceon,,Fallceon
3,F4,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,19,174,Ephemeroptera,,Fallceon,,Fallceon
3,A4,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,Ephemeroptera,,Baetidae,,Baetidae
3,C6,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,1,9,Ephemeroptera,,Farrodes,,Farrodes
6,C5,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,3,27,Basommatophora,,Helisoma,,Helisoma
7,D7,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,5,46,Basommatophora,,Helisoma,,Helisoma
8,D2,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,14,128,Amphipoda,,Hyalella,,Hyalella
8,E5,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,13,119,Amphipoda,,Hyalella,,Hyalella
1,G6,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,1,9,Coleoptera,,Hydraena,,Hydraena
3,F2,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,2,18,Ephemeroptera,,Leptohyphes,,Leptohyphes
2,C4,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,1,9,Hemiptera,,Limnoporus,,Limnoporus
2,D5,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,Hemiptera,,Limnoporus,,Limnoporus
2,D7,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,Hemiptera,,Limnoporus,,Limnoporus
6,C3,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,24,219,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
7,D3,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,37,338,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
1,C5,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,4,37,Trichoptera,,Metrichia,,Metrichia
1,C4,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,4,37,Trichoptera,,METRICA,,METRICA
2,E1,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,Hemiptera,,Microvelia,,Microvelia
2,C6,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,1,9,Hemiptera,,Neoplea,,Neoplea
8,D1,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,3,27,Decapoda,,Palaemonetes,kadiakensis,Palaemonetes kadiakensis
6,C2,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,4,37,gastropoda,Planorboidea,Physa,,Physa
7,D4,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,gastropoda,Planorboidea,Physa,,Physa
7,D5,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,14,128,gastropoda,Planorboidea,Physella,virgata,Physella virgata
3,F5,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,8,73,Ephemeroptera,,Plauditus,,Plauditus
3,F1,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,60,549,Ephemeroptera,,Pseudocloeon,,Pseudocloeon
7,E1,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,1,9,gastropoda,Pupilloidea,Strobilops,texasiana,Strobilops texasiana
2,C5,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,2,18,Hemiptera,,Trepobates,,Trepobates
2,D6,PDC,8177300,3/12/2017,300,64,20,44,64,101,263,314,314,2,18,Hemiptera,,Trepobates,,Trepobates
1,C6,PDC,8177300,3/12/2017,100,64,20,44,64,101,263,314,314,1,9,Trichoptera,,,,Trichoptera
7,B6,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,3,14,gastropoda,Rissooidea,Amnicola,,Amnicola
7,B7,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,2,9,gastropoda,Truncatelloidea,POMATOPSIS,tentaculata,POMATOPSIS tentaculata
7,B5,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,1,5,gastropoda,Viviparoidea,Campeloma,,Campeloma
1,D3,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,30,137,Trichoptera,,Cheumatopsyche,,Cheumatopsyche
5,E7,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,5,23,Coleoptera,,Cyphon,,Cyphon
5,E6,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,1,5,Coleoptera,,Dubiraphia,,Dubiraphia
7,B4,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,2,9,Basommatophora,,Helisoma,anceps,Helisoma anceps
8,D6,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,12,55,Amphipoda,,Hyalella,,Hyalella
8,D5,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,1,5,Decapoda,,Palaemonetes,kadiakensis,Palaemonetes kadiakensis
7,B3,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,54,247,Veneroida,,Pisidium,,Pisidium
1,E4,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,1,5,Trichoptera,,Stactobiella,,Stactobiella
5,F1,PLC,8164800,4/2/2017,300,32,3,9,12,112,316,392,147,35,160,Coleoptera,,Stenelmis,,Stenelmis
1,D5,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Trichoptera,,Alisotricha,arizonica,Alisotricha arizonica
7,A3,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,2,18,gastropoda,Rissooidea,Amnicola,,Amnicola
5,A4,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Odonata,,Argia,,Argia
5,A7,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,4,37,Odonata,,Argia,,Argia
5,A1,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Odonata,,Brechmorhoga,,Brechmorhoga
8,C3,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,3,27,Isopoda,,Caecidotea,,Caecidotea
8,C7,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,2,18,Isopoda,,Caecidotea,,Caecidotea
1,D6,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,16,146,Trichoptera,,Cheumatopsyche,,Cheumatopsyche
1,D7,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,18,165,Trichoptera,,Cheumatopsyche,,Cheumatopsyche
6,A2/3,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,1,9,Veneroida,,Corbicula,,Corbicula
5,A3,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Odonata,,Erpetogomphus,,Erpetogomphus
5,A6,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,1,9,Odonata,,Erpetogomphus,,Erpetogomphus
8,C6,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,3,27,Amphipoda,,Gammarus,,Gammarus
2,A2,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,1,9,Hemiptera,,Hebrus,,Hebrus
8,C2,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,2,18,Amphipoda,,Hyalella,,Hyalella
1,E3,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Trichoptera,,Leptonema,,Leptonema
7,A1,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,16,146,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
6,A4,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,14,128,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
5,A2,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Odonata,,Neoneura,,Neoneura
8,C4,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Decapoda,,Orconectes,,Orconectes
8,C5,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,2,18,Decapoda,,Palaemonetes,kadiakensis,Palaemonetes kadiakensis
7,A2,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,7,64,Veneroida,,Pisidum,,Pisidum
6,A1,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,14,128,Veneroida,,Pisidum,,Pisidum
2,A1,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,9,82,Hemiptera,,Rhagovelia,,Rhagovelia
2,D4,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,2,18,Hemiptera,,Rhagovelia,,Rhagovelia
3,D5,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,1,9,Ephemeroptera,,Siphlonurus,,Siphlonurus
1,E7,SFC,8211900,3/16/2017,300,64,4,7,11,102,307,756,130,3,27,Coleoptera,,Stenelmis,,Stenelmis
1,G7,SFC,8211900,3/16/2017,100,64,4,7,11,102,307,756,130,2,18,Coleoptera,,Stenelmis,,Stenelmis
6,F7,TRC,8212300,3/22/2017,300,64,3,3,6,133,310,3328,312,1,9,gastropoda,Rissooidea,Amnicola,,Amnicola
6,B7,TRC,8212300,3/22/2017,100,64,3,3,6,133,310,3328,312,1,9,gastropoda,Planorboidea,Biomphalaria,,Biomphalaria
6,F5,TRC,8212300,3/22/2017,300,64,3,3,6,133,310,3328,312,33,302,gastropoda,Truncatelloidea,Bithynia,tentaculata,Bithynia tentaculata
6,F4,TRC,8212300,3/22/2017,300,64,3,3,6,133,310,3328,312,1,9,gastropoda,Viviparoidea,Campeloma,,Campeloma
6,B4,TRC,8212300,3/22/2017,100,64,3,3,6,133,310,3328,312,17,155,gastropoda,Lymnaeoidea,Fossaria,,Fossaria
6,B5,TRC,8212300,3/22/2017,100,64,3,3,6,133,310,3328,312,85,777,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
6,B6,TRC,8212300,3/22/2017,100,64,3,3,6,133,310,3328,312,44,402,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
6,F3,TRC,8212300,3/22/2017,300,64,3,3,6,133,310,3328,312,127,1161,Sorbeoconcha,,Melanoides,tuberculata,Melanoides tuberculata
6,C1,TRC,8212300,3/22/2017,100,64,3,3,6,133,310,3328,312,2,18,gastropoda,Rissooidea,Rissooidea Pomatiopsis,,Rissooidea Pomatiopsis
6,F6,TRC,8212300,3/22/2017,300,64,3,3,6,133,310,3328,312,1,9,gastropoda,Lymnaeoidea,Pseudosuccinea,,Pseudosuccinea
